희망구매유형,수요기술명,수요기술번호,진행상태,구매희망시기,희망기술개요,키워드,기술도입지원기관,기술지표상세,기술구매조건,기술이전계약설명,기술이전계약유형,정액기술료,기타계약조건,경상기술료,기술센터지역,수집일시,정보충실도
라이센스,알루미늄 합금 신소재 기술,00000005177,컨설팅매칭,6개월이내,"열전도도가 높은 냉각롤을 사용하고 롤의 회전속도로 압하역을 제어함으로써 제조된 판재의 물성 저하를 일으키는 크랙, 주조모늬 등의 결함이 나타나지 않음","알루미윰-아연계합금,,,,",협의후 결정,기좀제품개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
"라이센스,기술지도",당뇨 합병증 예방 및 치료 기술,00000005178,컨설팅매칭,6개월이내,당뇨합병증 유발 원인인 최종당화산물의 생성을 효과적으로 억제하여 당뇨 합병증 치료 및 예방 가능,"건강기능보조식품,당뇨병,당뇨합병증,,",협의후 결정,기존제품개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
라이센스,중금속 고감도 감지가 가능한 하이브리드 수질 센서 칩 제조 기술,00000005179,기술이전계약,6개월이내,"중금속 고감도 감지가 가능한 하이브리드 수질 센서 칩 제조 기술
정수기, 정부장비, 비데기, 연수기 등 가정용 전기기기 제조업체로, 수질 검사 장치 기술 개선을 희망","수질센서 칩,수질검사 장치,중금속 장치,,",국민대학교 산학협력단,기존제품개선,추후협의,협의후 결정,전용실시권,33000000,협의후 결정,0,경기대진,2026-07-10,4
라이센스,"딥 러닝기반 조명, 표정, 포즈에 강인한 얼굴 인식 기술",00000005180,컨설팅매칭,6개월이내,얼굴인식기능을 활용하여 기존 기술대비 우수한 제품 개발 희망,"얼굴 인식,딥러닝,디스플레이,,",협의후 결정,기존제품개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
라이센스,생체 인식 가능한 웨어러블 디바이스,00000005181,컨설팅매칭,6개월이내,사용자의 접촉을 통한 컨텍스트의 전달 및 통신이 가능한 기술 탐색 희망,"생체 인식,웨어러블,헬스케어,,",협의후 결정,기존제품개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
라이센스,인체통신기술,00000005182,컨설팅매칭,6개월이내,인체 주변의 기기들 간에 인체를 매질로 서로 통신하는 기술로써 사용자의 접촉을 통해 컨텍스트 제공,"인체통신,센서네트워크,,,",협의후 결정,기존제품개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
라이센스,식용곤충을 활용한 건강기능식품제조 기술,00000005183,컨설팅매칭,6개월이내,혐오감을 일으킬수있는 외형을 가진 공충을 건강기능식품으로 제조 가능한 기술 희망,"식용곤충,건강기능식품,,,",협의후 결정,기존공정개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
라이센스,바이오매스 연료 저장 및 공급 기술,00000005184,컨설팅매칭,6개월이내,이송 중인 바이오매스의 역류에 의한 역화를 방지할수있는 기술,"바이오매스,연료,역류방지,,",협의후 결정,기존제품개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
라이센스,보조사료 생산을 위한 생균제 배합 기술,00000005185,컨설팅매칭,6개월이내,유용 미생물군이 함유된 가축사료첨가용 생균제 관련 기술 탐색 희망,"보조사료,배합사료,생균제,,",협의후 결정,기존제품개선,추후 협의,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,경기대진,2026-07-10,3
"기술매매,라이센스,기술협력,기술지도",자동차 내외장부품 경량화 기술,00000005186,컨설팅매칭,3개월이내,"-친환경 소재를 이용하여 석유자원고갈 대책, 이산화탄소 저감, 휘발성 유기물질 저감, 리싸이클율 규제 대응 등에 대응하기 위한 기술-환경호르몬을 유발하지 않는 가소재를 사용한 친환경 소재 필요","자동차,친환경,리싸이클,부품,경량화",협의후 결정,신제품개발,협의에의함,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충남,2026-07-10,3
기술매매,IoT 플랫폼/영상인식/IoT Gateway and IoT sensor 응용 관련 기술,00000005187,컨설팅매칭,12개월이내,협의후 결정,"IoT,영상인식,센서,sensor,",협의후 결정,사업화분야 역량강화,기존 기술대비 기능 향상,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,가상현실 및 체험학습 관련 기술,00000005188,컨설팅매칭,12개월이내,협의후 결정,"가상현실,체험학습,VR,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,스마트폰/온라인/가상현실/증강현실 기반 교육 콘텐츠 관련 기술,00000005189,컨설팅매칭,12개월이내,협의후 결정,"스마트폰,온라인,가상현실,증강현실,교육 콘텐츠",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,정보 보안 분야의 anti 악성코드/머신러닝(행위기반)/디지털 포렌식 관련 기술,00000005190,컨설팅매칭,12개월이내,협의후 결정,"정보보안,악성코드,머신러닝,디지털,",협의후 결정,사업화분야 역량강화,기존 기술대비 기능 향상,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"혈액, 백신 및 생물학적 제제 관련 기술",00000005191,컨설팅매칭,12개월이내,협의후 결정,"혈액,백신,생물학적 제제,vaccine,",협의후 결정,사업화분야 역량강화,기존 기술대비 기능 향상,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"에너지 절감(BMS, EMS, BEMS 등) 관련 기술",00000005192,컨설팅매칭,12개월이내,협의후 결정,"BMS,EMS,BEMS,에너지절감,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"화장품 마스크팩(원료, 온열물질) 관련 기술",00000005193,컨설팅매칭,12개월이내,협의후 결정,"마스크팩,온열물질,기능성화장품,,",협의후 결정,사업화분야 역량강화,기존 기술대비 기능 향상,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"스마트카드, QR코드기반 모바일 ID 및 보안 시스템 관련 기술",00000005194,컨설팅매칭,12개월이내,협의후 결정,"스마트카드,QR코드,모바일 ID ,보안,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"조경시설/시스템, 물탱크(지하 저수조) 관련 기술",00000005195,컨설팅매칭,12개월이내,협의후 결정,"조경시설,조경시스템,물탱크,저수조,환경",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,생체 전류/미약 전류(micro current) 관련 기술,00000005196,컨설팅매칭,12개월이내,협의후 결정,"생체전류,미약전류,micro current,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,운동선수의 경기력 향상을 위한 발 마사지기 관련 기술,00000005197,컨설팅매칭,12개월이내,협의후 결정,"운동선수,마사지기,의료기기,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"천연추출물 기반 건강기능식품, 화장품 관련 기술",00000005198,컨설팅매칭,12개월이내,협의후 결정,"천연추출물,건강기능식품,화장품,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"의료, 미용 분야의 IoT 연동 헬스 케어 관련 기술",00000005199,컨설팅매칭,12개월이내,협의후 결정,"의료,미용, IoT ,헬스 케어 ,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,전자 쿠폰 관련 위변조/해킹 방지 기술,00000005200,컨설팅매칭,12개월이내,협의후 결정,"전자 쿠폰 , 위변조,해킹,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,O2O 서비스 플랫폼 기반 가맹점(판매점)을 위한 부가서비스 제공 관련 기술,00000005201,컨설팅매칭,12개월이내,협의후 결정,"O2O 서비스, 부가서비스 ,가맹점,판매점,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"UWB(ultra-wide-band) 레이더를 이용한 운전 환경에서의 운전자 호흡수, 맥박 측정 관련 기술",00000005202,컨설팅매칭,12개월이내,협의후 결정,"UWB,레이더,운전자,생체신호측정,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,IoT 센서 및 안면인식 관련 기술,00000005203,컨설팅매칭,12개월이내,협의후 결정,"IoT,안면인식,센서,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,이미지-문자인식 기술,00000005204,컨설팅매칭,12개월이내,협의후 결정,"이미지,문자인식,,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,놀이방 매트 관련 신소재 기술,00000005205,컨설팅매칭,12개월이내,협의후 결정,"놀이방 ,매트 ,,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,키오스크(KIOSK) 기술,00000005206,컨설팅매칭,12개월이내,협의후 결정,"키오스크,KIOSK,무선통신,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,기능성 인솔(깔창) 관련 기술,00000005207,컨설팅매칭,12개월이내,협의후 결정,"인솔,깔창,,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"콘크리트, 보도블록, 프리캐스트 등 건축/토목 관련 기술",00000005208,컨설팅매칭,12개월이내,협의후 결정,"콘크리트,보도블록,프리캐스트 ,건축,토목",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,객체 분리(객체의 특징 및 패턴 인식) 관련 기술,00000005209,컨설팅매칭,12개월이내,협의후 결정,"객체 분리,패턴 인식,,,",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,"GPS, BLE, RF-ID, WIFI, Xyro-Scope, accelator 기능을 가진 단일형 복합 센서 기술",00000005210,컨설팅매칭,12개월이내,협의후 결정,"GPS,BLE,RF-ID,WIFI,센서",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
기술매매,어플리케이션 연동 미세먼지 측정 센서 기술,00000005211,컨설팅매칭,12개월이내,협의후 결정,"어플리케이션 ,미세먼지 ,측정 센서,센서 ,환경",협의후 결정,사업화분야 역량강화,비용절감을 희망,협의후 결정,협의후 결정,협의후 결정,협의후 결정,협의후 결정,충북,2026-07-10,2
